"block"	"treatment"	"datapoint"	"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"	"ACHMIL"	"AGREUP"	"ARRELA"	"BROERE"	"BROMOL"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALMOL"	"GALVER"	"GERDIS"	"LEUVUL"	"LOLPER"	"LOTCOR"	"MALSYL"	"MEDARA"	"ONOREP"	"PICECH"	"PLALAN"	"PLAMAJ"	"POAANG"	"POAPOI"	"POAPRA"	"POTREP"	"RANACR"	"RUBFRU"	"RUMACE"	"SALPRA"	"SENJAC"	"SONCHU"	"TAROFF"	"TRIPRA"	"TRIREP"	"VERBOF"	"Total"
1	"6sp"	1	4	4	4	4	4	4	NA	NA	4	1	NA	NA	5	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	11
1	"6sp"	2	4	4	4	4	4	4	NA	NA	5	1	NA	NA	5	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
1	"6sp"	3	4	4	4	4	4	4	NA	NA	6	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
1	"6sp"	4	4	4	4	4	4	4	NA	NA	5	1	NA	NA	1	NA	1	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	14
1	"6sp"	5	4	4	4	4	4	4	NA	NA	5	1	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	11
1	"6sp"	6	4	4	4	4	4	4	NA	NA	5	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
1	"6sp"	7	4	4	4	4	4	4	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	NA	2	NA	0	NA	NA	NA	NA	3	NA	NA	0	3	NA	NA	27
1	"6sp"	8	4	4	4	4	4	4	NA	NA	5	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	15
1	"6sp"	9	4	4	4	4	4	4	NA	NA	NA	1	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
1	"Cb"	1	24	0	0	0	0	0	NA	NA	5	2	NA	2	0	NA	2	0	4	NA	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	20
1	"Cb"	2	24	0	0	0	0	0	NA	NA	7	1	NA	NA	0	NA	NA	0	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	12
1	"Cb"	3	24	0	0	0	0	0	NA	NA	6	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	9
1	"Cb"	4	24	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	3	0	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	9
1	"Cb"	5	24	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
1	"Cb"	6	24	0	0	0	0	0	NA	NA	NA	NA	NA	NA	2	NA	1	0	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
1	"Cb"	7	24	0	0	0	0	0	NA	NA	5	3	NA	NA	0	NA	2	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15
1	"Cb"	8	24	0	0	0	0	0	NA	NA	4	NA	NA	NA	NA	NA	3	0	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	13
1	"Cb"	9	24	0	0	0	0	0	NA	NA	4	NA	NA	NA	0	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	NA	8
1	"Cb.Cd.Pg"	1	8	8	0	0	8	0	NA	NA	4	2	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	11
1	"Cb.Cd.Pg"	2	8	8	0	0	8	0	NA	NA	5	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	11
1	"Cb.Cd.Pg"	3	8	8	0	0	8	0	NA	NA	5	2	NA	NA	NA	NA	1	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11
1	"Cb.Cd.Pg"	4	8	8	0	0	8	0	NA	NA	3	1.5	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	12.5
1	"Cb.Cd.Pg"	5	8	8	0	0	8	0	NA	NA	2	2	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	9
1	"Cb.Cd.Pg"	6	8	8	0	0	8	0	0	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	11
1	"Cb.Cd.Pg"	7	8	8	0	0	8	0	0	NA	5	NA	NA	NA	0	NA	2	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	15
1	"Cb.Cd.Pg"	8	8	8	0	0	8	0	NA	NA	NA	1	NA	NA	0	NA	NA	0	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	7
1	"Cb.Cd.Pg"	9	8	8	0	0	8	0	NA	NA	NA	1	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5
1	"Cb.Ci.Pg"	1	8	0	8	0	8	0	7	NA	NA	1	NA	NA	NA	NA	NA	0	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	5	NA	NA	NA	2	NA	NA	19
1	"Cb.Ci.Pg"	2	8	0	8	0	8	0	5	NA	1	1	NA	NA	NA	NA	0	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	3	NA	0	NA	NA	2	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	22
1	"Cb.Ci.Pg"	3	8	0	8	0	8	0	NA	NA	2	NA	NA	NA	1	NA	0	NA	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	NA	NA	5	0	NA	NA	NA	NA	NA	NA	3	NA	NA	21
1	"Cb.Ci.Pg"	4	8	0	8	0	8	0	NA	NA	1	1.5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5
1	"Cb.Ci.Pg"	5	8	0	8	0	8	0	NA	NA	NA	1	NA	NA	NA	NA	3	NA	2	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	13
1	"Cb.Ci.Pg"	6	8	0	8	0	8	0	5	NA	2	0	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	5	0	NA	NA	8	NA	NA	NA	NA	NA	NA	28
1	"Cb.Ci.Pg"	7	8	0	8	0	8	0	NA	NA	3	1	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	NA	NA	NA	NA	NA	NA	2	NA	NA	16
1	"Cb.Ci.Pg"	8	8	0	8	0	8	0	NA	NA	3	1	NA	NA	NA	NA	1	3	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	0	NA	NA	5	0.5	NA	NA	NA	NA	NA	NA	1	NA	NA	26.5
1	"Cb.Ci.Pg"	9	8	0	8	0	8	0	NA	NA	3	0	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
1	"Cd"	1	0	24	0	0	0	0	NA	NA	NA	3	NA	NA	NA	NA	NA	0	8	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	4	0	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
1	"Cd"	2	0	24	0	0	0	0	NA	NA	NA	1.5	NA	4	NA	NA	2	NA	8	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3.5	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	20
1	"Cd"	3	0	24	0	0	0	0	NA	NA	NA	3	NA	NA	NA	NA	1.5	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	6.5
1	"Cd"	4	0	24	0	0	0	0	NA	NA	0	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5
1	"Cd"	5	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	NA	2.5	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	5.5
1	"Cd"	6	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	7.5
1	"Cd"	7	0	24	0	0	0	0	NA	NA	NA	3	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0	NA	0	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	9.5
1	"Cd"	8	0	24	0	0	0	0	NA	NA	NA	3	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
1	"Cd"	9	0	24	0	0	0	0	NA	NA	NA	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5
1	"Cd.Pp.Ee"	1	0	8	0	8	0	8	NA	NA	4	1.5	NA	NA	0	NA	NA	NA	6	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5
1	"Cd.Pp.Ee"	2	0	8	0	8	0	8	NA	NA	3	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1	"Cd.Pp.Ee"	3	0	8	0	8	0	8	NA	NA	4	NA	NA	NA	0	NA	3	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	0	NA	0	NA	0	NA	NA	8
1	"Cd.Pp.Ee"	4	0	8	0	8	0	8	NA	NA	2	1	NA	NA	0	NA	NA	0	8	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
1	"Cd.Pp.Ee"	5	0	8	0	8	0	8	NA	NA	3	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	0	NA	NA	5	NA	NA	NA	NA	NA	NA	12
1	"Cd.Pp.Ee"	6	0	8	0	8	0	8	NA	NA	4	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	9
1	"Cd.Pp.Ee"	7	0	8	0	8	0	8	NA	NA	5	NA	NA	NA	0	NA	NA	0	5	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
1	"Cd.Pp.Ee"	8	0	8	0	8	0	8	NA	NA	2.5	NA	NA	NA	0	NA	1	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	4.5
1	"Cd.Pp.Ee"	9	0	8	0	8	0	8	NA	NA	3	NA	NA	NA	NA	NA	2	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	14
1	"Ci"	1	0	0	24	0	0	0	NA	NA	2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1	"Ci"	2	0	0	24	0	0	0	NA	NA	2	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
1	"Ci"	3	0	0	24	0	0	0	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
1	"Ci"	4	0	0	24	0	0	0	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1	"Ci"	5	0	0	24	0	0	0	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
1	"Ci"	6	0	0	24	0	0	0	NA	NA	1	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1	"Ci"	7	0	0	24	0	0	0	NA	NA	2	1	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	4
1	"Ci"	8	0	0	24	0	0	0	NA	NA	1	0	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
1	"Ci"	9	0	0	24	0	0	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1
1	"Ci.Ee.Pg"	1	0	0	8	8	8	0	NA	NA	0	1.5	NA	10	NA	NA	0	NA	7	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	26.5
1	"Ci.Ee.Pg"	2	0	0	8	8	8	0	NA	NA	0	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	12
1	"Ci.Ee.Pg"	3	0	0	8	8	8	0	NA	NA	1	1	NA	NA	NA	NA	2	1	8	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	19
1	"Ci.Ee.Pg"	4	0	0	8	8	8	0	NA	NA	NA	1	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	3	NA	NA	NA	NA	NA	NA	11
1	"Ci.Ee.Pg"	5	0	0	8	8	8	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	2	NA	NA	0	NA	NA	NA	5
1	"Ci.Ee.Pg"	6	0	0	8	8	8	0	NA	NA	0	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	4	NA	NA	NA	NA	NA	10
1	"Ci.Ee.Pg"	7	0	0	8	8	8	0	NA	NA	0.5	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	NA	NA	10.5
1	"Ci.Ee.Pg"	8	0	0	8	8	8	0	NA	NA	1	3	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	2	1	NA	NA	21
